,Country,Date,Android,iOS
12,Finland,2010-01,1.69,27.46
13,Finland,2010-02,1.96,27.62
14,Finland,2010-03,2.0,30.9
15,Finland,2010-04,2.24,30.6
16,Finland,2010-05,1.55,32.07
17,Finland,2010-06,2.1,31.26
18,Finland,2010-07,6.0,29.9
19,Finland,2010-08,8.65,32.21
20,Finland,2010-09,11.94,31.86
21,Finland,2010-10,13.71,33.97
22,Finland,2010-11,14.12,33.16
23,Finland,2010-12,16.42,32.58
24,Finland,2011-01,20.45,32.64
25,Finland,2011-02,21.87,32.15
26,Finland,2011-03,23.25,31.75
27,Finland,2011-04,23.91,32.69
28,Finland,2011-05,26.03,31.83
29,Finland,2011-06,27.57,30.88
30,Finland,2011-07,29.5,30.07
31,Finland,2011-08,30.94,31.93
32,Finland,2011-09,32.3,32.28
33,Finland,2011-10,32.97,32.83
34,Finland,2011-11,32.57,34.11
35,Finland,2011-12,32.95,35.42
36,Finland,2012-01,33.99,37.69
37,Finland,2012-02,34.11,37.35
38,Finland,2012-03,33.44,36.65
39,Finland,2012-04,33.69,36.7
40,Finland,2012-05,32.44,37.47
41,Finland,2012-06,32.23,36.19
42,Finland,2012-07,33.76,34.71
43,Finland,2012-08,34.2,35.81
44,Finland,2012-09,35.71,35.08
45,Finland,2012-10,35.96,35.17
46,Finland,2012-11,36.33,34.36
47,Finland,2012-12,36.34,34.18
48,Finland,2013-01,36.34,33.91
49,Finland,2013-02,33.58,31.41
50,Finland,2013-03,26.24,25.24
51,Finland,2013-04,25.83,24.79
52,Finland,2013-05,24.55,23.71
53,Finland,2013-06,20.1,18.15
54,Finland,2013-07,28.7,26.14
55,Finland,2013-08,37.04,34.83
56,Finland,2013-09,37.49,34.55
57,Finland,2013-10,37.57,34.87
58,Finland,2013-11,38.03,35.15
59,Finland,2013-12,37.85,35.25
60,Finland,2014-01,38.39,36.47
61,Finland,2014-02,41.14,34.88
62,Finland,2014-03,41.55,35.04
63,Finland,2014-04,42.21,35.32
64,Finland,2014-05,42.56,35.38
65,Finland,2014-06,43.71,34.65
66,Finland,2014-07,48.55,29.23
67,Finland,2014-08,45.32,34.39
68,Finland,2014-09,50.08,30.08
69,Finland,2014-10,49.51,30.88
70,Finland,2014-11,50.38,29.6
71,Finland,2014-12,52.96,31.86
72,Finland,2015-01,47.98,35.07
73,Finland,2015-02,48.38,35.34
74,Finland,2015-03,48.32,34.88
75,Finland,2015-04,48.97,35.33
76,Finland,2015-05,48.54,35.99
77,Finland,2015-06,49.17,35.41
78,Finland,2015-07,49.84,35.08
79,Finland,2015-08,49.06,36.56
80,Finland,2015-09,50.16,36.1
81,Finland,2015-10,50.89,35.87
82,Finland,2015-11,50.99,36.13
83,Finland,2015-12,51.26,36.11
84,Finland,2016-01,50.95,37.07
85,Finland,2016-02,51.59,37.35
86,Finland,2016-03,53.8,36.36
87,Finland,2016-04,53.66,36.79
88,Finland,2016-05,53.71,37.0
89,Finland,2016-06,54.8,35.93
90,Finland,2016-07,60.43,28.1
91,Finland,2016-08,61.46,28.22
92,Finland,2016-09,62.58,28.33
93,Finland,2016-10,62.38,29.31
94,Finland,2016-11,63.79,28.55
95,Finland,2016-12,64.37,28.3
96,Finland,2017-01,65.16,28.36
97,Finland,2017-02,65.6,28.51
98,Finland,2017-03,66.09,28.36
99,Finland,2017-04,66.83,27.92
100,Finland,2017-05,67.47,27.19
101,Finland,2017-06,68.86,25.39
102,Finland,2017-07,68.88,25.28
103,Finland,2017-08,69.48,25.63
104,Finland,2017-09,68.03,27.81
105,Finland,2017-10,67.72,28.83
106,Finland,2017-11,67.89,28.82
107,Finland,2017-12,66.06,30.8
108,Finland,2018-01,67.46,29.59
109,Finland,2018-02,67.71,29.54
110,Finland,2018-03,67.41,30.07
111,Finland,2018-04,68.6,28.82
112,Finland,2018-05,69.54,28.29
113,Finland,2018-06,70.32,27.39
114,Finland,2018-07,70.78,27.35
115,Finland,2018-08,70.24,28.06
116,Finland,2018-09,69.55,28.97
117,Finland,2018-10,68.37,30.38
118,Finland,2018-11,61.76,36.72
119,Finland,2018-12,69.72,28.99
120,Finland,2019-01,70.13,28.81
121,Finland,2019-02,69.06,29.95
122,Finland,2019-03,71.92,27.2
123,Finland,2019-04,72.41,26.78
124,Finland,2019-05,72.33,26.81
125,Finland,2019-06,72.96,26.19
126,Finland,2019-07,72.67,26.48
127,Finland,2019-08,72.07,27.16
128,Finland,2019-09,72.87,26.46
129,Finland,2019-10,76.09,23.35
130,Finland,2019-11,77.2,22.37
131,Finland,2019-12,73.79,25.66
132,Finland,2020-01,72.85,26.75
133,Finland,2020-02,72.53,27.08
134,Finland,2020-03,73.13,26.53
135,Finland,2020-04,72.3,27.38
136,Finland,2020-05,72.14,27.6
137,Finland,2020-06,74.78,24.91
138,Finland,2020-07,73.67,25.88
139,Finland,2020-08,73.83,25.85
140,Finland,2020-09,73.64,26.03
141,Finland,2020-10,67.82,31.85
142,Finland,2020-11,66.57,33.11
143,Finland,2020-12,66.46,33.17
144,Finland,2021-01,66.21,33.31
145,Finland,2021-02,66.38,32.82
146,Finland,2021-03,66.1,33.15
147,Finland,2021-04,66.44,32.81
148,Finland,2021-05,67.29,32.03
149,Finland,2021-06,68.57,30.77
150,Finland,2021-07,68.2,31.03
151,Finland,2021-08,68.01,31.25
152,Finland,2021-09,65.25,34.15
153,Finland,2021-10,60.83,38.59
154,Finland,2021-11,60.91,38.56
155,Finland,2021-12,61.49,38.0
156,Finland,2022-01,60.81,38.59
157,Finland,2022-02,61.73,37.69
158,Finland,2022-03,63.71,35.71
159,Finland,2022-04,67.83,31.36
160,Finland,2022-05,65.99,33.38
161,Finland,2022-06,65.6,33.78
162,Finland,2022-07,64.83,34.48
163,Finland,2022-08,65.36,33.88
164,Finland,2022-09,63.01,36.34
165,Finland,2022-10,56.71,42.77
0,France,2009-01,0.0,63.15
1,France,2009-02,0.02,67.65
2,France,2009-03,0.09,73.02
3,France,2009-04,0.32,76.98
4,France,2009-05,0.2,74.49
5,France,2009-06,0.44,74.57
6,France,2009-07,2.4,71.19
7,France,2009-08,3.68,70.97
8,France,2009-09,4.61,67.47
9,France,2009-10,4.21,69.55
10,France,2009-11,4.53,70.63
11,France,2009-12,5.08,70.59
12,France,2010-01,4.84,72.4
13,France,2010-02,4.56,73.87
14,France,2010-03,5.43,69.68
15,France,2010-04,5.35,69.62
16,France,2010-05,3.59,72.3
17,France,2010-06,4.04,70.44
18,France,2010-07,8.69,68.33
19,France,2010-08,9.13,70.26
20,France,2010-09,11.25,68.41
21,France,2010-10,13.52,67.35
22,France,2010-11,15.08,67.18
23,France,2010-12,17.55,64.66
24,France,2011-01,19.16,64.12
25,France,2011-02,20.32,63.68
26,France,2011-03,20.95,63.66
27,France,2011-04,21.98,62.91
28,France,2011-05,24.03,61.27
29,France,2011-06,25.11,60.63
30,France,2011-07,27.72,58.72
31,France,2011-08,29.53,56.91
32,France,2011-09,29.42,57.77
33,France,2011-10,30.07,57.59
34,France,2011-11,29.33,58.31
35,France,2011-12,31.35,55.85
36,France,2012-01,31.87,55.84
37,France,2012-02,33.06,56.49
38,France,2012-03,32.81,56.23
39,France,2012-04,34.81,54.34
40,France,2012-05,34.09,54.69
41,France,2012-06,36.12,53.8
42,France,2012-07,35.99,53.79
43,France,2012-08,37.97,51.72
44,France,2012-09,38.77,51.04
45,France,2012-10,38.7,51.21
46,France,2012-11,40.2,49.99
47,France,2012-12,41.17,49.35
48,France,2013-01,42.94,47.98
49,France,2013-02,43.41,48.41
50,France,2013-03,44.02,47.31
51,France,2013-04,44.72,46.76
52,France,2013-05,44.03,47.57
53,France,2013-06,42.53,48.91
54,France,2013-07,42.63,48.84
55,France,2013-08,43.08,48.39
56,France,2013-09,42.46,49.29
57,France,2013-10,43.12,47.65
58,France,2013-11,42.75,48.92
59,France,2013-12,43.94,47.64
60,France,2014-01,44.22,47.83
61,France,2014-02,48.02,44.61
62,France,2014-03,48.24,43.91
63,France,2014-04,47.81,44.18
64,France,2014-05,50.05,42.81
65,France,2014-06,50.74,42.32
66,France,2014-07,55.76,37.69
67,France,2014-08,55.56,37.47
68,France,2014-09,54.89,38.65
69,France,2014-10,58.44,35.48
70,France,2014-11,59.61,34.45
71,France,2014-12,60.31,34.53
72,France,2015-01,56.0,38.49
73,France,2015-02,56.6,37.42
74,France,2015-03,56.44,37.69
75,France,2015-04,56.2,37.56
76,France,2015-05,55.98,38.1
77,France,2015-06,55.48,38.51
78,France,2015-07,55.29,38.69
79,France,2015-08,58.07,35.86
80,France,2015-09,59.04,35.2
81,France,2015-10,59.9,34.37
82,France,2015-11,60.1,34.46
83,France,2015-12,61.24,32.95
84,France,2016-01,61.29,33.58
85,France,2016-02,61.78,33.01
86,France,2016-03,64.34,31.09
87,France,2016-04,66.78,28.77
88,France,2016-05,65.97,29.58
89,France,2016-06,63.15,32.8
90,France,2016-07,61.2,34.94
91,France,2016-08,60.7,35.63
92,France,2016-09,62.16,34.34
93,France,2016-10,63.42,33.21
94,France,2016-11,62.87,33.93
95,France,2016-12,61.76,34.91
96,France,2017-01,62.45,34.55
97,France,2017-02,62.09,35.22
98,France,2017-03,61.64,35.58
99,France,2017-04,62.57,34.55
100,France,2017-05,62.12,34.93
101,France,2017-06,62.64,34.61
102,France,2017-07,63.92,33.21
103,France,2017-08,61.84,35.63
104,France,2017-09,58.94,38.98
105,France,2017-10,59.52,38.67
106,France,2017-11,59.69,38.73
107,France,2017-12,60.95,37.25
108,France,2018-01,60.62,37.84
109,France,2018-02,60.5,38.29
110,France,2018-03,62.32,36.78
111,France,2018-04,66.9,31.92
112,France,2018-05,69.07,29.72
113,France,2018-06,71.06,27.68
114,France,2018-07,67.96,30.95
115,France,2018-08,67.99,30.77
116,France,2018-09,68.46,30.29
117,France,2018-10,65.81,32.73
118,France,2018-11,61.38,37.25
119,France,2018-12,65.03,33.63
120,France,2019-01,65.73,33.06
121,France,2019-02,67.16,31.78
122,France,2019-03,68.5,30.62
123,France,2019-04,69.79,29.21
124,France,2019-05,70.44,28.75
125,France,2019-06,70.85,28.62
126,France,2019-07,74.22,25.35
127,France,2019-08,75.35,24.27
128,France,2019-09,72.32,27.29
129,France,2019-10,74.09,25.59
130,France,2019-11,73.38,26.19
131,France,2019-12,71.76,27.76
132,France,2020-01,71.03,28.47
133,France,2020-02,71.66,27.92
134,France,2020-03,72.1,27.49
135,France,2020-04,68.36,31.21
136,France,2020-05,69.33,30.34
137,France,2020-06,73.5,26.21
138,France,2020-07,72.49,27.17
139,France,2020-08,71.55,27.99
140,France,2020-09,73.72,25.98
141,France,2020-10,69.11,30.67
142,France,2020-11,67.13,32.65
143,France,2020-12,67.54,32.2
144,France,2021-01,66.27,33.39
145,France,2021-02,66.02,33.28
146,France,2021-03,65.35,33.99
147,France,2021-04,65.25,34.11
148,France,2021-05,66.65,32.75
149,France,2021-06,67.39,32.06
150,France,2021-07,67.58,31.88
151,France,2021-08,69.61,29.9
152,France,2021-09,67.08,32.33
153,France,2021-10,65.52,33.97
154,France,2021-11,64.82,34.67
155,France,2021-12,63.77,35.71
156,France,2022-01,63.15,36.24
157,France,2022-02,64.47,35.02
158,France,2022-03,67.28,32.16
159,France,2022-04,68.98,30.39
160,France,2022-05,67.26,32.19
161,France,2022-06,66.84,32.61
162,France,2022-07,66.58,32.85
163,France,2022-08,65.92,33.46
164,France,2022-09,58.8,40.63
165,France,2022-10,58.95,40.52
0,French Guiana,2009-01,0.0,68.59
1,French Guiana,2009-02,0.0,88.54
2,French Guiana,2009-03,0.0,86.1
3,French Guiana,2009-04,0.0,73.99
4,French Guiana,2009-05,0.0,43.26
5,French Guiana,2009-06,0.0,57.38
6,French Guiana,2009-07,0.48,56.49
7,French Guiana,2009-08,0.0,45.49
8,French Guiana,2009-09,4.28,57.22
9,French Guiana,2009-10,0.59,44.13
10,French Guiana,2009-11,0.33,39.81
11,French Guiana,2009-12,0.0,45.82
12,French Guiana,2010-01,3.63,37.3
13,French Guiana,2010-02,2.69,52.53
14,French Guiana,2010-03,0.41,51.92
15,French Guiana,2010-04,1.34,54.5
16,French Guiana,2010-05,2.34,50.02
17,French Guiana,2010-06,2.67,33.15
18,French Guiana,2010-07,6.1,35.28
19,French Guiana,2010-08,14.45,47.45
20,French Guiana,2010-09,15.76,38.28
21,French Guiana,2010-10,20.35,28.85
22,French Guiana,2010-11,18.28,38.82
23,French Guiana,2010-12,22.24,38.23
24,French Guiana,2011-01,26.3,36.1
25,French Guiana,2011-02,44.98,35.78
26,French Guiana,2011-03,39.43,40.05
27,French Guiana,2011-04,49.07,28.37
28,French Guiana,2011-05,54.56,19.47
29,French Guiana,2011-06,52.38,21.87
30,French Guiana,2011-07,50.38,16.04
31,French Guiana,2011-08,54.96,16.54
32,French Guiana,2011-09,56.78,17.77
33,French Guiana,2011-10,46.96,17.84
34,French Guiana,2011-11,54.06,23.63
35,French Guiana,2011-12,44.19,17.66
36,French Guiana,2012-01,55.54,26.04
37,French Guiana,2012-02,53.87,31.95
38,French Guiana,2012-03,46.86,31.09
39,French Guiana,2012-04,45.07,34.27
40,French Guiana,2012-05,47.57,26.3
41,French Guiana,2012-06,53.52,22.68
42,French Guiana,2012-07,58.7,21.38
43,French Guiana,2012-08,57.29,17.96
44,French Guiana,2012-09,63.15,21.59
45,French Guiana,2012-10,60.8,22.82
46,French Guiana,2012-11,64.04,21.6
47,French Guiana,2012-12,61.02,21.98
48,French Guiana,2013-01,61.83,23.36
49,French Guiana,2013-02,59.03,22.85
50,French Guiana,2013-03,71.82,17.24
51,French Guiana,2013-04,68.37,17.84
52,French Guiana,2013-05,68.19,18.49
53,French Guiana,2013-06,65.31,22.07
54,French Guiana,2013-07,65.54,17.08
55,French Guiana,2013-08,62.77,16.13
56,French Guiana,2013-09,68.19,17.44
57,French Guiana,2013-10,65.92,13.51
58,French Guiana,2013-11,66.43,17.65
59,French Guiana,2013-12,72.55,15.47
60,French Guiana,2014-01,75.66,17.52
61,French Guiana,2014-02,77.81,14.24
62,French Guiana,2014-03,75.56,16.5
63,French Guiana,2014-04,78.99,14.16
64,French Guiana,2014-05,78.19,15.71
65,French Guiana,2014-06,81.36,15.03
66,French Guiana,2014-07,79.39,17.48
67,French Guiana,2014-08,81.32,16.08
68,French Guiana,2014-09,82.3,15.39
69,French Guiana,2014-10,81.71,16.19
70,French Guiana,2014-11,81.37,15.37
71,French Guiana,2014-12,80.33,17.03
72,French Guiana,2015-01,81.65,16.31
73,French Guiana,2015-02,82.72,15.7
74,French Guiana,2015-03,83.76,14.45
75,French Guiana,2015-04,83.97,12.03
76,French Guiana,2015-05,81.35,14.03
77,French Guiana,2015-06,79.59,15.48
78,French Guiana,2015-07,74.37,18.16
79,French Guiana,2015-08,73.12,15.07
80,French Guiana,2015-09,72.1,16.12
81,French Guiana,2015-10,76.22,12.67
82,French Guiana,2015-11,77.42,13.93
83,French Guiana,2015-12,77.66,14.3
84,French Guiana,2016-01,76.92,15.42
85,French Guiana,2016-02,78.84,15.24
86,French Guiana,2016-03,78.36,16.95
87,French Guiana,2016-04,79.4,18.1
88,French Guiana,2016-05,79.28,16.42
89,French Guiana,2016-06,81.99,15.56
90,French Guiana,2016-07,86.48,11.82
91,French Guiana,2016-08,82.94,15.04
92,French Guiana,2016-09,83.67,14.6
93,French Guiana,2016-10,85.18,13.41
94,French Guiana,2016-11,85.7,13.23
95,French Guiana,2016-12,83.61,14.96
96,French Guiana,2017-01,83.65,15.11
97,French Guiana,2017-02,83.23,15.51
98,French Guiana,2017-03,83.63,15.38
99,French Guiana,2017-04,87.17,12.08
100,French Guiana,2017-05,83.01,16.03
101,French Guiana,2017-06,81.81,16.19
102,French Guiana,2017-07,82.44,16.04
103,French Guiana,2017-08,80.04,19.07
104,French Guiana,2017-09,82.81,16.02
105,French Guiana,2017-10,83.88,15.5
106,French Guiana,2017-11,81.6,17.81
107,French Guiana,2017-12,74.62,24.82
108,French Guiana,2018-01,79.95,18.97
109,French Guiana,2018-02,80.28,19.21
110,French Guiana,2018-03,81.29,18.24
111,French Guiana,2018-04,80.78,18.81
112,French Guiana,2018-05,80.27,19.04
113,French Guiana,2018-06,82.72,16.57
114,French Guiana,2018-07,85.02,14.08
115,French Guiana,2018-08,81.09,17.96
116,French Guiana,2018-09,81.77,17.02
117,French Guiana,2018-10,81.1,17.42
118,French Guiana,2018-11,76.5,22.27
119,French Guiana,2018-12,84.54,14.77
120,French Guiana,2019-01,82.77,16.37
121,French Guiana,2019-02,80.43,18.71
122,French Guiana,2019-03,82.97,16.33
123,French Guiana,2019-04,84.9,14.49
124,French Guiana,2019-05,79.84,19.73
125,French Guiana,2019-06,82.81,16.95
126,French Guiana,2019-07,81.94,17.89
127,French Guiana,2019-08,79.07,20.73
128,French Guiana,2019-09,82.37,17.51
129,French Guiana,2019-10,86.78,13.13
130,French Guiana,2019-11,82.16,17.77
131,French Guiana,2019-12,78.81,21.05
132,French Guiana,2020-01,77.43,22.49
133,French Guiana,2020-02,77.76,22.07
134,French Guiana,2020-03,74.3,25.6
135,French Guiana,2020-04,76.32,23.58
136,French Guiana,2020-05,77.55,22.38
137,French Guiana,2020-06,79.64,20.25
138,French Guiana,2020-07,79.47,20.27
139,French Guiana,2020-08,78.37,21.15
140,French Guiana,2020-09,75.83,23.97
141,French Guiana,2020-10,73.57,26.26
142,French Guiana,2020-11,77.05,22.83
143,French Guiana,2020-12,77.59,22.24
144,French Guiana,2021-01,75.87,24.02
145,French Guiana,2021-02,74.39,25.36
146,French Guiana,2021-03,73.74,26.04
147,French Guiana,2021-04,74.62,25.13
148,French Guiana,2021-05,76.88,22.69
149,French Guiana,2021-06,76.84,22.78
150,French Guiana,2021-07,71.64,28.09
151,French Guiana,2021-08,75.72,24.08
152,French Guiana,2021-09,75.75,24.02
153,French Guiana,2021-10,73.5,26.2
154,French Guiana,2021-11,71.93,27.83
155,French Guiana,2021-12,70.79,29.01
156,French Guiana,2022-01,69.96,29.67
157,French Guiana,2022-02,70.71,28.91
158,French Guiana,2022-03,71.54,27.93
159,French Guiana,2022-04,73.89,25.5
160,French Guiana,2022-05,75.56,24.04
161,French Guiana,2022-06,75.49,23.94
162,French Guiana,2022-07,76.97,22.34
163,French Guiana,2022-08,77.03,22.57
164,French Guiana,2022-09,73.13,26.29
165,French Guiana,2022-10,74.42,24.92
0,French Polynesia,2009-01,0.0,80.74
1,French Polynesia,2009-02,0.0,75.15
2,French Polynesia,2009-03,0.0,82.89
3,French Polynesia,2009-04,0.0,68.49
4,French Polynesia,2009-05,0.0,59.57
5,French Polynesia,2009-06,0.0,87.64
6,French Polynesia,2009-07,0.0,87.37
7,French Polynesia,2009-08,0.0,87.19
8,French Polynesia,2009-09,3.3,84.83
9,French Polynesia,2009-10,2.62,92.22
10,French Polynesia,2009-11,0.71,86.48
11,French Polynesia,2009-12,2.37,73.76
12,French Polynesia,2010-01,2.25,89.35
13,French Polynesia,2010-02,3.22,89.02
14,French Polynesia,2010-03,6.05,86.1
15,French Polynesia,2010-04,4.49,77.96
16,French Polynesia,2010-05,2.74,81.01
17,French Polynesia,2010-06,1.67,80.14
18,French Polynesia,2010-07,12.89,71.63
19,French Polynesia,2010-08,9.33,79.93
20,French Polynesia,2010-09,8.32,84.85
21,French Polynesia,2010-10,13.97,77.18
22,French Polynesia,2010-11,19.93,70.56
23,French Polynesia,2010-12,17.61,73.41
24,French Polynesia,2011-01,20.02,71.15
25,French Polynesia,2011-02,17.55,72.9
26,French Polynesia,2011-03,12.21,83.06
27,French Polynesia,2011-04,14.91,72.72
28,French Polynesia,2011-05,18.46,70.13
29,French Polynesia,2011-06,18.16,68.53
30,French Polynesia,2011-07,14.51,56.82
31,French Polynesia,2011-08,8.59,12.84
32,French Polynesia,2011-09,14.98,54.93
33,French Polynesia,2011-10,19.17,58.17
34,French Polynesia,2011-11,24.07,55.42
35,French Polynesia,2011-12,22.94,50.24
36,French Polynesia,2012-01,28.27,53.5
37,French Polynesia,2012-02,23.13,60.97
38,French Polynesia,2012-03,32.02,50.29
39,French Polynesia,2012-04,23.8,63.25
40,French Polynesia,2012-05,22.32,63.4
41,French Polynesia,2012-06,31.07,56.41
42,French Polynesia,2012-07,41.77,48.22
43,French Polynesia,2012-08,35.59,53.34
44,French Polynesia,2012-09,30.18,51.11
45,French Polynesia,2012-10,30.39,58.6
46,French Polynesia,2012-11,31.03,55.16
47,French Polynesia,2012-12,30.81,59.13
48,French Polynesia,2013-01,34.88,51.74
49,French Polynesia,2013-02,30.58,59.86
50,French Polynesia,2013-03,32.29,58.56
51,French Polynesia,2013-04,33.63,58.4
52,French Polynesia,2013-05,34.7,56.14
53,French Polynesia,2013-06,35.27,56.72
54,French Polynesia,2013-07,36.86,56.22
55,French Polynesia,2013-08,38.68,55.42
56,French Polynesia,2013-09,45.18,47.89
57,French Polynesia,2013-10,45.95,45.08
58,French Polynesia,2013-11,43.92,47.48
59,French Polynesia,2013-12,49.4,43.2
60,French Polynesia,2014-01,58.5,37.15
61,French Polynesia,2014-02,54.58,40.19
62,French Polynesia,2014-03,53.38,41.36
63,French Polynesia,2014-04,53.99,41.47
64,French Polynesia,2014-05,52.88,42.59
65,French Polynesia,2014-06,55.34,40.39
66,French Polynesia,2014-07,57.59,39.62
67,French Polynesia,2014-08,61.59,35.46
68,French Polynesia,2014-09,62.61,33.4
69,French Polynesia,2014-10,62.68,34.21
70,French Polynesia,2014-11,61.43,34.53
71,French Polynesia,2014-12,61.13,35.43
72,French Polynesia,2015-01,58.54,37.28
73,French Polynesia,2015-02,61.14,33.8
74,French Polynesia,2015-03,60.17,33.66
75,French Polynesia,2015-04,59.21,34.59
76,French Polynesia,2015-05,60.18,36.21
77,French Polynesia,2015-06,57.6,37.57
78,French Polynesia,2015-07,58.34,35.19
79,French Polynesia,2015-08,60.21,33.83
80,French Polynesia,2015-09,67.05,28.99
81,French Polynesia,2015-10,68.14,26.24
82,French Polynesia,2015-11,63.62,30.55
83,French Polynesia,2015-12,60.81,31.54
84,French Polynesia,2016-01,59.96,30.9
85,French Polynesia,2016-02,60.47,30.73
86,French Polynesia,2016-03,64.38,29.04
87,French Polynesia,2016-04,63.03,28.61
88,French Polynesia,2016-05,61.0,29.74
89,French Polynesia,2016-06,62.63,30.01
90,French Polynesia,2016-07,61.24,32.23
91,French Polynesia,2016-08,63.56,31.71
92,French Polynesia,2016-09,64.28,28.85
93,French Polynesia,2016-10,66.53,28.21
94,French Polynesia,2016-11,68.14,26.19
95,French Polynesia,2016-12,68.75,27.18
96,French Polynesia,2017-01,71.11,26.3
97,French Polynesia,2017-02,71.36,26.5
98,French Polynesia,2017-03,71.3,26.77
99,French Polynesia,2017-04,68.77,29.33
100,French Polynesia,2017-05,66.82,30.88
101,French Polynesia,2017-06,70.21,27.95
102,French Polynesia,2017-07,70.3,28.3
103,French Polynesia,2017-08,69.52,29.63
104,French Polynesia,2017-09,67.75,30.43
105,French Polynesia,2017-10,70.43,27.87
106,French Polynesia,2017-11,69.98,28.66
107,French Polynesia,2017-12,70.75,28.46
108,French Polynesia,2018-01,70.29,28.78
109,French Polynesia,2018-02,73.35,25.78
110,French Polynesia,2018-03,78.0,21.21
111,French Polynesia,2018-04,73.69,24.6
112,French Polynesia,2018-05,73.54,25.52
113,French Polynesia,2018-06,75.04,24.01
114,French Polynesia,2018-07,73.98,25.34
115,French Polynesia,2018-08,72.8,26.75
116,French Polynesia,2018-09,71.92,26.35
117,French Polynesia,2018-10,67.43,30.61
118,French Polynesia,2018-11,62.93,35.79
119,French Polynesia,2018-12,68.35,30.15
120,French Polynesia,2019-01,69.03,29.92
121,French Polynesia,2019-02,68.23,30.62
122,French Polynesia,2019-03,70.04,29.18
123,French Polynesia,2019-04,71.9,26.75
124,French Polynesia,2019-05,71.26,28.4
125,French Polynesia,2019-06,70.99,28.69
126,French Polynesia,2019-07,70.73,28.84
127,French Polynesia,2019-08,69.47,30.21
128,French Polynesia,2019-09,69.33,30.43
129,French Polynesia,2019-10,73.18,26.65
130,French Polynesia,2019-11,69.68,30.19
131,French Polynesia,2019-12,71.46,28.39
132,French Polynesia,2020-01,70.53,29.36
133,French Polynesia,2020-02,68.85,30.99
134,French Polynesia,2020-03,70.1,29.83
135,French Polynesia,2020-04,70.95,28.96
136,French Polynesia,2020-05,71.11,28.82
137,French Polynesia,2020-06,73.87,25.99
138,French Polynesia,2020-07,74.44,25.27
139,French Polynesia,2020-08,73.53,26.3
140,French Polynesia,2020-09,69.66,30.19
141,French Polynesia,2020-10,71.26,28.6
142,French Polynesia,2020-11,73.81,26.11
143,French Polynesia,2020-12,70.46,29.4
144,French Polynesia,2021-01,70.5,29.37
145,French Polynesia,2021-02,71.67,27.81
146,French Polynesia,2021-03,70.52,28.95
147,French Polynesia,2021-04,70.08,29.34
148,French Polynesia,2021-05,70.45,29.14
149,French Polynesia,2021-06,70.33,29.41
150,French Polynesia,2021-07,68.63,30.91
151,French Polynesia,2021-08,59.73,39.99
152,French Polynesia,2021-09,55.73,44.04
153,French Polynesia,2021-10,60.42,39.37
154,French Polynesia,2021-11,56.62,43.18
155,French Polynesia,2021-12,56.77,42.95
156,French Polynesia,2022-01,55.24,44.55
157,French Polynesia,2022-02,59.65,40.19
158,French Polynesia,2022-03,60.77,38.95
159,French Polynesia,2022-04,61.53,38.24
160,French Polynesia,2022-05,63.21,36.68
161,French Polynesia,2022-06,66.25,33.62
162,French Polynesia,2022-07,65.72,33.94
163,French Polynesia,2022-08,65.12,34.46
164,French Polynesia,2022-09,70.07,29.72
165,French Polynesia,2022-10,67.78,31.8
0,Gabon,2009-01,0.0,11.01
1,Gabon,2009-02,0.0,18.64
2,Gabon,2009-03,0.0,10.61
3,Gabon,2009-04,0.1,11.19
4,Gabon,2009-05,0.0,12.79
5,Gabon,2009-06,0.0,5.34
6,Gabon,2009-07,0.0,5.22
7,Gabon,2009-08,0.25,8.75
8,Gabon,2009-09,0.0,6.22
9,Gabon,2009-10,0.03,4.31
10,Gabon,2009-11,0.83,7.35
11,Gabon,2009-12,0.0,4.77
12,Gabon,2010-01,0.02,5.02
13,Gabon,2010-02,0.07,5.36
14,Gabon,2010-03,0.21,5.52
15,Gabon,2010-04,0.54,5.55
16,Gabon,2010-05,0.28,4.81
17,Gabon,2010-06,0.27,5.95
18,Gabon,2010-07,0.42,4.49
19,Gabon,2010-08,0.28,5.72
20,Gabon,2010-09,0.65,3.81
21,Gabon,2010-10,0.88,2.85
22,Gabon,2010-11,1.34,4.88
23,Gabon,2010-12,2.24,4.04
24,Gabon,2011-01,1.74,3.54
25,Gabon,2011-02,1.78,6.85
26,Gabon,2011-03,2.65,8.12
27,Gabon,2011-04,3.49,6.92
28,Gabon,2011-05,4.16,6.88
29,Gabon,2011-06,4.42,5.23
30,Gabon,2011-07,4.18,7.46
31,Gabon,2011-08,4.93,8.17
32,Gabon,2011-09,5.46,7.25
33,Gabon,2011-10,7.92,6.42
34,Gabon,2011-11,9.56,6.04
35,Gabon,2011-12,6.9,4.21
36,Gabon,2012-01,8.51,5.7
37,Gabon,2012-02,8.79,9.53
38,Gabon,2012-03,9.05,7.04
39,Gabon,2012-04,9.28,8.87
40,Gabon,2012-05,10.99,12.63
41,Gabon,2012-06,12.25,8.49
42,Gabon,2012-07,13.48,8.72
43,Gabon,2012-08,12.55,9.2
44,Gabon,2012-09,15.09,7.54
45,Gabon,2012-10,14.11,6.37
46,Gabon,2012-11,14.27,6.61
47,Gabon,2012-12,17.64,7.57
48,Gabon,2013-01,21.5,9.95
49,Gabon,2013-02,22.1,9.02
50,Gabon,2013-03,24.82,10.75
51,Gabon,2013-04,26.43,9.33
52,Gabon,2013-05,28.84,9.93
53,Gabon,2013-06,28.9,10.9
54,Gabon,2013-07,28.05,8.98
